,names,descriptions,titles,research,links,gs_names,affiliation,scholar_id,cited_by,url_pic,email_domain,nsf_id,score
10,"Berge, Nicole D.","Associate Professor, Civil and Environmental Engineering",Faculty,"['300 Main Street , Room C106Dr . Berge s research focuses on improving our understanding of how physical , chemical , and biological processes can be manipulated to promote sustainable waste treatment techniques that lead to carbon sequestration , energy generation , and or value added product production . Specific areas of exploration include the fate of disposed nanomaterials , pharmaceuticals , personal care products and endocrine disrupting compounds in bioreactor landfills thermochemical conversion of municipal solid waste increasing the energy yield from waste streams resource recovery from waste streams leachate treatment processes and the development and subsequent evaluation of innovative groundwater remediation technologies .']","['https://www.nsf.gov/pubs/2007/nsf07590/nsf07590.htm', 'https://www.nsf.gov/pubs/2015/nsf15559/nsf15559.htm', 'https://www.nsf.gov/pubs/2013/nsf13531/nsf13531.htm', 'https://www.nsf.gov/pubs/2006/nsf06563/nsf06563.htm', 'https://www.nsf.gov/pubs/2006/nsf06545/nsf06545.htm', 'https://www.nsf.gov/pubs/2018/nsf18521/nsf18521.htm', 'https://www.nsf.gov/pubs/2009/nsf09538/nsf09538.htm', 'https://www.nsf.gov/pubs/2015/nsf15558/nsf15558.htm', 'https://www.nsf.gov/pubs/2020/nsf20560/nsf20560.htm', 'https://www.nsf.gov/pubs/2004/nsf04535/nsf04535.htm']",,,,,,,"['nsf07590', 'nsf15559', 'nsf13531', 'nsf06563', 'nsf06545', 'nsf18521', 'nsf09538', 'nsf15558', 'nsf20560', 'nsf04535']","[0.8619484305381775, 0.8280481100082397, 0.8268578052520752, 0.82413649559021, 0.8204796314239502, 0.8150801062583923, 0.8113439083099365, 0.8105032444000244, 0.8050379157066345, 0.8039286136627197]"
11,"Besmann, Theodore  M.","Professor and Smart State Chair, Mechanical Engineering",Faculty,['Nuclear fuel and waste materials'],"['https://www.nsf.gov/pubs/2017/nsf17517/nsf17517.htm', 'https://www.nsf.gov/pubs/2010/nsf10526/nsf10526.htm', 'https://www.nsf.gov/pubs/2008/nsf08534/nsf08534.htm', 'https://www.nsf.gov/pubs/2009/nsf09532/nsf09532.html', 'https://www.nsf.gov/pubs/2019/nsf19525/nsf19525.htm', 'https://www.nsf.gov/pubs/2020/nsf20501/nsf20501.htm', 'https://www.nsf.gov/pubs/2011/nsf11530/nsf11530.htm', 'https://www.nsf.gov/pubs/2008/nsf08599/nsf08599.htm', 'https://www.nsf.gov/pubs/2007/nsf07545/nsf07545.htm', 'https://www.nsf.gov/pubs/2008/nsf08598/nsf08598.htm']",Theodore M. Besmann,"Professor and SmartState Chair in Nuclear Engineering, University of South Carolina",XHfTq_gAAAAJ,5645,https://scholar.google.com/citations?view_op=medium_photo&user=XHfTq_gAAAAJ,@cec.sc.edu,"['nsf17517', 'nsf10526', 'nsf08534', 'nsf09532', 'nsf19525', 'nsf20501', 'nsf11530', 'nsf08599', 'nsf07545', 'nsf08598']","[0.7742284536361694, 0.7732850313186646, 0.7693502902984619, 0.7689284682273865, 0.768775463104248, 0.7574679851531982, 0.7546693086624146, 0.7538868188858032, 0.7487879991531372, 0.7468180656433105]"
12,"Bischoff, Jeff ","Adjunct Professor, Mechanical Engineering",Faculty,"['Dr . Bischoff s research and interests include Biomedical Engineering , passive mechanics of soft tissue , theoretical framework for modeling growth in tissue , analysis of structural and constitutive evolution in artificial tissue scaffolding , and constitutive testing and modeling of hypertrophic scars .']","['https://www.nsf.gov/pubs/2005/nsf05611/nsf05611.htm', 'https://www.nsf.gov/pubs/2006/nsf06566/nsf06566.htm', 'https://www.nsf.gov/pubs/2003/nsf03560/nsf03560.htm', 'https://www.nsf.gov/pubs/2018/nsf18514/nsf18514.htm', 'https://www.nsf.gov/pubs/2020/nsf20500/nsf20500.htm', 'https://www.nsf.gov/pubs/2019/nsf19509/nsf19509.htm', 'https://www.nsf.gov/pubs/2003/nsf03525/nsf03525.htm', 'https://www.nsf.gov/pubs/2016/nsf16598/nsf16598.htm', 'https://www.nsf.gov/pubs/2017/nsf17554/nsf17554.htm', 'https://www.nsf.gov/pubs/2010/nsf10525/nsf10525.htm']",,,,,,,"['nsf05611', 'nsf06566', 'nsf03560', 'nsf18514', 'nsf20500', 'nsf19509', 'nsf03525', 'nsf16598', 'nsf17554', 'nsf10525']","[0.8243104219436646, 0.8056897521018982, 0.8041256070137024, 0.7917735576629639, 0.7818183898925781, 0.779136061668396, 0.7597489953041077, 0.7530759572982788, 0.7530759572982788, 0.7524914741516113]"
13,"Blanchette, James  Otto",Instructor,Faculty,"['Room A213300 Main StreetColumbia , SC 29208My research interests fall into the areas of design of cell instructive materials , delivery of therapeutics and tissue engineering . Specific projects include developing responsive delivery systems to expand the spectrum of chemotherapeutics which can be administered orally extending proper function of pancreatic islet cells following transplantation through genetic engineering and design of instructive hydrogel materials tracking hypoxic signaling in three dimensional cell aggregates and transplantation of mesenchymal stem cells to enhance vascularization . Skiles M L , Hanna B , Rucker L , Tipton A , Brougham Cook A and Blanchette J O . ASC spheroid geometry and culture oxygenation differentially impact induction of pre angiogenic behaviors in endothelial cells . Cell Transplantation , 24 11 , 2323 35 , 2015 .']","['https://www.nsf.gov/pubs/2020/nsf20541/nsf20541.htm', 'https://www.nsf.gov/pubs/2005/nsf05611/nsf05611.htm', 'https://www.nsf.gov/pubs/2018/nsf18514/nsf18514.htm', 'https://www.nsf.gov/pubs/2006/nsf06566/nsf06566.htm', 'https://www.nsf.gov/pubs/2018/nsf18502/nsf18502.htm', 'https://www.nsf.gov/pubs/2011/nsf11571/nsf11571.htm', 'https://www.nsf.gov/pubs/2012/nsf12583/nsf12583.htm', 'https://www.nsf.gov/pubs/2003/nsf03560/nsf03560.htm', 'https://www.nsf.gov/pubs/2017/nsf17503/nsf17503.htm', 'https://www.nsf.gov/pubs/2012/nsf12544/nsf12544.htm']",,,,,,,"['nsf20541', 'nsf05611', 'nsf18514', 'nsf06566', 'nsf18502', 'nsf11571', 'nsf12583', 'nsf03560', 'nsf17503', 'nsf12544']","[0.7844263315200806, 0.748149037361145, 0.7477697134017944, 0.7234692573547363, 0.7234364748001099, 0.7233844995498657, 0.721581757068634, 0.7205387949943542, 0.7170224785804749, 0.7159425616264343]"
14,"Boltin, Nicholas D.",Instructor,Faculty,"['Dr . Boltin s research focuses on developing decision support systems for the healthcare industry . Data Science is an interdisciplinary field that employs techniques from many disciplines such as mathematics , statistics , information science and computer science . The focus of our research is categorized into two broad areas One , to glean information from data utilizing analytical techniques including data mining , statistical analysis , dimension reduction , supervised and unsupervised machine learning , as well as predictive modeling . Two , design and evaluate translational informatic tools created to deploy sophisticated algorithms using the latest in software development and human computer interaction . Boltin N , Culley J , Valafar H Application of Dimensional Reduction and Artificial Neural Networks to Improve Emergency Department Triage during Chemical Mass Casualty Incidents . Article in Press 2018 . Boltin N , Valdes D , Culley JM , Valafar H Mobile Decision Support Tool for Emergency Departments and Mass Casualty Incidents EDIT Initial Study . Jmir Mhealth Uhealth 2018 , 6 6 .']","['https://www.nsf.gov/pubs/2012/nsf12512/nsf12512.htm', 'https://www.nsf.gov/pubs/2012/nsf12499/nsf12499.htm', 'https://www.nsf.gov/pubs/2020/nsf20604/nsf20604.htm', 'https://www.nsf.gov/pubs/2007/nsf07534/nsf07534.htm', 'https://www.nsf.gov/pubs/2016/nsf16573/nsf16573.htm', 'https://www.nsf.gov/pubs/2004/nsf04538/nsf04538.htm', 'https://www.nsf.gov/pubs/2010/nsf10506/nsf10506.htm', 'https://www.nsf.gov/pubs/2011/nsf11502/nsf11502.htm', 'https://www.nsf.gov/pubs/2019/nsf19571/nsf19571.htm', 'https://www.nsf.gov/pubs/2004/nsf04537/nsf04537.htm']",,,,,,,"['nsf12512', 'nsf12499', 'nsf20604', 'nsf07534', 'nsf16573', 'nsf04538', 'nsf10506', 'nsf11502', 'nsf19571', 'nsf04537']","[0.8110707998275757, 0.8031602501869202, 0.7987909317016602, 0.7982080578804016, 0.7953541874885559, 0.7884741425514221, 0.7805672883987427, 0.7803412675857544, 0.7795717716217041, 0.7795287370681763]"
15,"Booth, Kristen",Assistant Professor,Faculty,"['Power Electronics Reliability, Medium Frequency Transformer Optimization, Power Grid Resiliency']","['https://www.nsf.gov/pubs/2020/nsf20511/nsf20511.htm', 'https://www.nsf.gov/pubs/2002/nsf02188/nsf02188.htm', 'https://www.nsf.gov/pubs/2004/nsf04540/nsf04540.htm', 'https://www.nsf.gov/pubs/2009/nsf09610/nsf09610.htm', 'https://www.nsf.gov/pubs/2012/nsf12520/nsf12520.htm', 'https://www.nsf.gov/pubs/2013/nsf13502/nsf13502.htm', 'https://www.nsf.gov/pubs/2004/nsf04609/nsf04609.htm', 'https://www.nsf.gov/pubs/2016/nsf16616/nsf16616.htm', 'https://www.nsf.gov/pubs/2017/nsf17601/nsf17601.htm', 'https://www.nsf.gov/pubs/2006/nsf06516/nsf06516.htm']","Kristen (Garcia) Booth, PhD","Assistant Professor, University of South Carolina",NVR6YSQAAAAJ,118,https://scholar.google.com/citations?view_op=medium_photo&user=NVR6YSQAAAAJ,@mailbox.sc.edu,"['nsf20511', 'nsf02188', 'nsf04540', 'nsf09610', 'nsf12520', 'nsf13502', 'nsf04609', 'nsf16616', 'nsf17601', 'nsf06516']","[0.7922512292861938, 0.7605569362640381, 0.7300429344177246, 0.7249504327774048, 0.7247576117515564, 0.7247576117515564, 0.7182615995407104, 0.7180924415588379, 0.7180924415588379, 0.7177762985229492]"
16,"Brookshire, Robert G., Ph.D.","Director of Graduate Studies / Professor, Integrated Information Technology ",Faculty,"['Innovation Center550 Assembly Street , Suite 1300Office 1309Columbia , SC 29208Dr . Robert G . Brookshire is a professor in the Integrated Information Technology Department in the College of Engineering and Computing at the University of South Carolina , Columbia , SC . He is the director of the Master of Health Information Technology program . He has taught at New York University , North Texas State University , the University of Virginia , and James Madison University . He is the co author of Using Microcomputers for Research Sage Publications , 1985 , and his articles have appeared in the Journal of Computer Information Systems , BYTE , Social Science Computer Review , Legislative Studies Quarterly , The European Journal of Operational Research , and other journals . He is past president of the Organizational Systems Research Association and editor of the Information Technology , Learning , and Performance Journal from 2001 to 2011 . ITEC 370 Records ManagementITEC 475 Mainframe SystemsITEC 552 Linux Programming and Administration']","['https://www.nsf.gov/pubs/2005/nsf05628/nsf05628.htm', 'https://www.nsf.gov/pubs/2004/nsf04581/nsf04581.htm', 'https://www.nsf.gov/pubs/2005/nsf05504/nsf05504.htm', 'https://www.nsf.gov/pubs/2006/nsf06610/nsf06610.htm', 'https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm', 'https://www.nsf.gov/pubs/2014/nsf14519/nsf14519.htm', 'https://www.nsf.gov/pubs/2016/nsf16535/nsf16535.htm', 'https://www.nsf.gov/pubs/2012/nsf12543/nsf12543.htm', 'https://www.nsf.gov/pubs/2012/nsf12580/nsf12580.htm', 'https://www.nsf.gov/pubs/2011/nsf11556/nsf11556.htm']",,,,,,,"['nsf05628', 'nsf04581', 'nsf05504', 'nsf06610', 'nsf21598', 'nsf14519', 'nsf16535', 'nsf12543', 'nsf12580', 'nsf11556']","[0.8500344753265381, 0.8329196572303772, 0.8222098350524902, 0.821209192276001, 0.8199507594108582, 0.818954586982727, 0.818954586982727, 0.8172605037689209, 0.8162826895713806, 0.8150615096092224]"
17,"Broughton, Earnie",Lead Software Developer for VTB/S3D ,Staff,"['Earnie is the Lead Software Developer on the Virtual Test Bed VTB and Smart Ship System Design S3D projects . In addition to writing code , he supervises the daily activities of the development team for both projects , including mentoring students on programming and professional development best practices . Other responsibilities include gathering stakeholder Navy , ESRDC Consortium , and private industry requirements and developing plans for integrating requirements and consortium research into S3D . Education']","['https://www.nsf.gov/pubs/2005/nsf05620/nsf05620.htm', 'https://www.nsf.gov/pubs/2007/nsf07505/nsf07505.htm', 'https://www.nsf.gov/pubs/2003/nsf03607/nsf03607.htm', 'https://www.nsf.gov/pubs/2004/nsf04012/nsf04012.htm', 'https://www.nsf.gov/pubs/2004/nsf04552/nsf04552.htm', 'https://www.nsf.gov/pubs/2018/nsf18596/nsf18596.htm', 'https://www.nsf.gov/pubs/2018/nsf18557/nsf18557.htm', 'https://www.nsf.gov/pubs/2008/nsf08519/nsf08519.htm', 'https://www.nsf.gov/pubs/2005/nsf05527/nsf05527.htm', 'https://www.nsf.gov/pubs/2018/nsf18538/nsf18538.htm']",,,,,,,"['nsf05620', 'nsf07505', 'nsf03607', 'nsf04012', 'nsf04552', 'nsf18596', 'nsf18557', 'nsf08519', 'nsf05527', 'nsf18538']","[0.7977644205093384, 0.7953857183456421, 0.7930870056152344, 0.7888500690460205, 0.786669135093689, 0.785907506942749, 0.7856072783470154, 0.7851532101631165, 0.7844758033752441, 0.7844579219818115]"
18,"Buell, Duncan A.",Chair Emeritus,Staff,"['Professor Buell s recent work has been in electronic voting systems and in digital humanities . He has been part of a team that is auditing election data in South Carolina and discovering problems in the process that lead to uncounted votes and to the absence of data to support the vote totals certified by the state . In digital humanities , he is co supervising work on Ward One App , a critical interactive for iPhone about urban renewal in Columbia SC and the University of South Carolina s role in evicting residents of the Ward One neighborhood adjacent to the university , and is engaged in the analysis of First Year English essays for linguistic characteristics and improvement of writing pedagogy . Professor Buell s past research interests included the algorithms and architectures for performing computations , such as those in discrete mathematics and text string processing , for which traditional computer architectures oriented toward floating point computations normally perform at a significantly reduced efficiency . One class of such problems are those computational problems in number theory for which fast integer arithmetic , often multiprecision arithmetic , is necessary . Another broad class of problems are those for which custom computing machines were devised . These include bit oriented computations such as those done in string processing , and image processing computations , for which one often needs substantial parallelism , but for which 8 bit or 12 bit arithmetic is often sufficient accuracy . At IDA CCS he directed the Splash 2 project building a custom computing machine that used Xilinx FPGAs as the compute elements and whose applications were programmed in VHDL .']","['https://www.nsf.gov/pubs/2008/nsf08571/nsf08571.htm', 'https://www.nsf.gov/pubs/2004/nsf04521/nsf04521.htm', 'https://www.nsf.gov/pubs/2016/nsf16515/nsf16515.htm', 'https://www.nsf.gov/pubs/2016/nsf16603/nsf16603.htm', 'https://www.nsf.gov/pubs/2005/nsf05537/nsf05537.htm', 'https://www.nsf.gov/pubs/2010/nsf10614/nsf10614.htm', 'https://www.nsf.gov/pubs/2010/nsf10571/nsf10571.htm', 'https://www.nsf.gov/pubs/2009/nsf09557/nsf09557.htm', 'https://www.nsf.gov/pubs/2011/nsf11556/nsf11556.htm', 'https://www.nsf.gov/pubs/2010/nsf10600/nsf10600.htm']",,,,,,,"['nsf08571', 'nsf04521', 'nsf16515', 'nsf16603', 'nsf05537', 'nsf10614', 'nsf10571', 'nsf09557', 'nsf11556', 'nsf10600']","[0.8229395151138306, 0.8118270635604858, 0.8053556680679321, 0.8053556680679321, 0.8033210039138794, 0.8032935261726379, 0.8025367259979248, 0.8025367259979248, 0.8025367259979248, 0.8023484945297241]"
19,"Caicedo, Juan","Department Chair, Civil and Environmental Engineering",Faculty,"['Dr . Caicedo s area of specialization is in Structural Engineering with emphasis in Structural Dynamics . His research interests include both numerical and experimental research in the areas of structural dynamics , model updating , structural health monitoring , earthquake engineering and structural control . Dr . Caicedo is member of the American Society of Civil Engineers , the Earthquake Engineering Research Institute , George E . Brown Jr . Network for Earthquake Engineering Simulation , the Society of Experimental Mechanics and the American Society of Engineering Educators . For a complete list of projects and publications visit the Structural Dynamics and Intelligent Infrastructure Lab website .']","['http://www.nsf.gov/pubs/2006/nsf06504/nsf06504.htm', 'https://www.nsf.gov/pubs/2009/nsf09524/nsf09524.htm', 'https://www.nsf.gov/pubs/2011/nsf11566/nsf11566.htm', 'https://www.nsf.gov/pubs/2011/nsf11512/nsf11512.htm', 'https://www.nsf.gov/pubs/2007/nsf07506/nsf07506.htm', 'https://www.nsf.gov/pubs/2008/nsf08519/nsf08519.htm', 'https://www.nsf.gov/pubs/2008/nsf08574/nsf08574.htm', 'https://www.nsf.gov/pubs/2005/nsf05527/nsf05527.htm', 'https://www.nsf.gov/pubs/2003/nsf03589/nsf03589.htm', 'https://www.nsf.gov/pubs/2013/nsf13537/nsf13537.htm']",,,,,,,"['nsf06504', 'nsf09524', 'nsf11566', 'nsf11512', 'nsf07506', 'nsf08519', 'nsf08574', 'nsf05527', 'nsf03589', 'nsf13537']","[0.8633914589881897, 0.8617464303970337, 0.8587298393249512, 0.8587298393249512, 0.8584693074226379, 0.8582718372344971, 0.8561408519744873, 0.8465747237205505, 0.8443605899810791, 0.8264241814613342]"
20,"Carrilho, Leo ","Adjunct Professor, Mechanical Engineering",Faculty,"['Dr . Leo Carrilho s research and interests include modeling and simulation of processes and phenomena in structural and thermal hydraulic design of PWR nuclear fuel and core components , using the FEA and the CFD methods .']","['https://www.nsf.gov/pubs/2019/nsf19525/nsf19525.htm', 'https://www.nsf.gov/pubs/2007/nsf07506/nsf07506.htm', 'https://www.nsf.gov/pubs/2008/nsf08519/nsf08519.htm', 'https://www.nsf.gov/pubs/2008/nsf08574/nsf08574.htm', 'https://www.nsf.gov/pubs/2003/nsf03589/nsf03589.htm', 'https://www.nsf.gov/pubs/2011/nsf11566/nsf11566.htm', 'https://www.nsf.gov/pubs/2011/nsf11512/nsf11512.htm', 'https://www.nsf.gov/pubs/2020/nsf20501/nsf20501.htm', 'https://www.nsf.gov/pubs/2017/nsf17517/nsf17517.htm', 'https://www.nsf.gov/pubs/2009/nsf09524/nsf09524.htm']",,,,,,,"['nsf19525', 'nsf07506', 'nsf08519', 'nsf08574', 'nsf03589', 'nsf11566', 'nsf11512', 'nsf20501', 'nsf17517', 'nsf09524']","[0.7930989265441895, 0.7887774705886841, 0.7865515947341919, 0.7856405973434448, 0.7839288711547852, 0.7792414426803589, 0.7792414426803589, 0.7789770364761353, 0.7775847315788269, 0.7745398879051208]"
21,"Carver, Wayne","Professor, Cell Biology and Anatomy",Faculty,"['School of Medicine Bldg 1 Room B 15 6439 Garners Ferry Road Columbia , SC 29209The ventricular wall of the heart is composed of contractile muscle cells and non muscle cell types including fibroblasts , endothelial cells and others . These cells are interconnected and supported by an elaborate extracellular matrix . Changes in the density and organization of the extracellular matrix are known to affect cardiovascular performance and have been correlated with heart disease . For instance , excessive accumulation of extracellular matrix or fibrosis is commonly associated with hypertension and myocardial infarction . Increased accumulation of extracellular matrix as seen during fibrosis results in a stiffer myocardium , which alters heart function . The extracellular matrix in the heart is produced largely by cardiac fibroblasts . The research in Dr . Carver s lab is focused on understanding how fibroblast behavior and gene expression are regulated in the heart . We are particularly interested in how chronic exposure to alcohol as seen during alcohol abuse results in myocardial fibrosis . Cell culture and animal models are being used to examine the regulation of fibroblasts in cardiovascular disease .']","['https://www.nsf.gov/pubs/2003/nsf03560/nsf03560.htm', 'https://www.nsf.gov/pubs/2006/nsf06566/nsf06566.htm', 'https://www.nsf.gov/pubs/2005/nsf05611/nsf05611.htm', 'https://www.nsf.gov/pubs/2011/nsf11545/nsf11545.htm', 'https://www.nsf.gov/pubs/2010/nsf10525/nsf10525.htm', 'https://www.nsf.gov/pubs/2008/nsf08513/nsf08513.htm', 'https://www.nsf.gov/pubs/2011/nsf11523/nsf11523.htm', 'https://www.nsf.gov/pubs/2007/nsf07556/nsf07556.htm', 'https://www.nsf.gov/pubs/2016/nsf16573/nsf16573.htm', 'https://www.nsf.gov/pubs/2017/nsf17519/nsf17519.htm']",,,,,,,"['nsf03560', 'nsf06566', 'nsf05611', 'nsf11545', 'nsf10525', 'nsf08513', 'nsf11523', 'nsf07556', 'nsf16573', 'nsf17519']","[0.8246020674705505, 0.8173773288726807, 0.7755661606788635, 0.7694471478462219, 0.7667534351348877, 0.7659487128257751, 0.7599304914474487, 0.7519452571868896, 0.7518008947372437, 0.7497067451477051]"
22,"Chandrashekhar, MVS","Associate Professor, Electrical Engineering",Faculty,"['Graphene, Chemistry, Plasmonics, SiC, Epitaxy']","['https://www.nsf.gov/pubs/2010/nsf10614/nsf10614.htm', 'https://www.nsf.gov/pubs/2003/nsf03537/nsf03537.htm', 'https://www.nsf.gov/pubs/2003/nsf03519/nsf03519.html', 'https://www.nsf.gov/pubs/2002/nsf02189/nsf02189.htm', 'https://www.nsf.gov/pubs/2015/nsf15591/nsf15591.htm', 'https://www.nsf.gov/pubs/2006/nsf06595/nsf06595.htm', 'https://www.nsf.gov/pubs/2005/nsf05610/nsf05610.htm', 'https://www.nsf.gov/pubs/2019/nsf19532/nsf19532.htm', 'https://www.nsf.gov/pubs/2004/nsf04522/nsf04522.htm', 'https://www.nsf.gov/pubs/2018/nsf18564/nsf18564.htm']",Mvs Chandrashekhar,University of South Carolina,95JkXJUAAAAJ,5000,https://scholar.google.com/citations?view_op=medium_photo&user=95JkXJUAAAAJ,@cec.sc.edu,"['nsf10614', 'nsf03537', 'nsf03519', 'nsf02189', 'nsf15591', 'nsf06595', 'nsf05610', 'nsf19532', 'nsf04522', 'nsf18564']","[0.8128542900085449, 0.8028354048728943, 0.8022239208221436, 0.7977225184440613, 0.7971634864807129, 0.7893739342689514, 0.7876499891281128, 0.7837692499160767, 0.7824459075927734, 0.7801026701927185]"
23,"Chao, Yuh J. ","Distinguished Professor Emeritus, Mechanical Engineering",Faculty,"['Dr . Chao s research and interests include theoretical and experimental studies on failure , fracture and fatigue of materials and structures , welding modeling for residual stress and distortion , impact mechanics for material characterization and failure criterion , biomechanics and nanomechanics , and the durability of PEM fuel cell systems . Cao , Yupeng Qian , Guian He , Yinbiao Niffenegger , Markus Chao , Yuh J , Constraint Assessment for Specimens Tested Under Uniaxial and Biaxial Loading Conditions , ASME Journal of Pressure Vessel Technology , 031401 7 , Vol . 140 , June 2018 . Wang Bo , Zhu Shiyang , Hao Peng , Bi Xiangju , DuKaifan , Chen Bingquan , Ma Xiangtao , Chao Yuh J . , Buckling of quasi perfect cylindrical shell under axial compression A combined experimental and numerical investigation , International Journal of Solids and Structures , 130 131 2018 232 247 .']","['https://www.nsf.gov/pubs/2019/nsf19509/nsf19509.htm', 'https://www.nsf.gov/pubs/2016/nsf16596/nsf16596.htm', 'https://www.nsf.gov/pubs/2020/nsf20500/nsf20500.htm', 'https://www.nsf.gov/pubs/2020/nsf20510/nsf20510.htm', 'https://www.nsf.gov/pubs/2018/nsf18514/nsf18514.htm', 'https://www.nsf.gov/pubs/2005/nsf05616/nsf05616.htm', 'https://www.nsf.gov/pubs/2011/nsf11512/nsf11512.htm', 'https://www.nsf.gov/pubs/2011/nsf11566/nsf11566.htm', 'https://www.nsf.gov/pubs/2007/nsf07506/nsf07506.htm', 'https://www.nsf.gov/pubs/2020/nsf20582/nsf20582.htm']",,,,,,,"['nsf19509', 'nsf16596', 'nsf20500', 'nsf20510', 'nsf18514', 'nsf05616', 'nsf11512', 'nsf11566', 'nsf07506', 'nsf20582']","[0.7790256142616272, 0.7784795165061951, 0.7783454656600952, 0.7709639072418213, 0.7686773538589478, 0.7667906284332275, 0.7557951211929321, 0.7557951211929321, 0.7540342807769775, 0.7525211572647095]"
24,"Chaudhry, Hanif",Mr. and Mrs. Irwin B. Kahn Professor,Faculty,"['Hydraulic Engineering, Water Resources Engineering, Hydraulic Transients']","['https://www.nsf.gov/pubs/2006/nsf06545/nsf06545.htm', 'https://www.nsf.gov/pubs/2015/nsf15558/nsf15558.htm', 'https://www.nsf.gov/pubs/2009/nsf09538/nsf09538.htm', 'https://www.nsf.gov/pubs/2020/nsf20560/nsf20560.htm', 'https://www.nsf.gov/pubs/2013/nsf13531/nsf13531.htm', 'https://www.nsf.gov/pubs/2010/nsf10612/nsf10612.htm', 'https://www.nsf.gov/pubs/2010/nsf10577/nsf10577.htm', 'https://www.nsf.gov/pubs/2012/nsf12547/nsf12547.htm', 'https://www.nsf.gov/pubs/2006/nsf06588/nsf06588.htm', 'https://www.nsf.gov/pubs/2007/nsf07598/nsf07598.htm']",Hanif Chaudhry,University of South Carolina,BPikOxIAAAAJ,8755,https://scholar.google.com/citations?view_op=medium_photo&user=BPikOxIAAAAJ,@sc.edu,"['nsf06545', 'nsf15558', 'nsf09538', 'nsf20560', 'nsf13531', 'nsf10612', 'nsf10577', 'nsf12547', 'nsf06588', 'nsf07598']","[0.8388668894767761, 0.8214077353477478, 0.8197247385978699, 0.8156430721282959, 0.8102635145187378, 0.796827495098114, 0.793303370475769, 0.793303370475769, 0.7824317216873169, 0.7767632007598877]"
25,"Chen, Fanglin (Frank)","Associate Chair and Undergraduate Director, Mechanical Engineering",Faculty,"['Dr . Chen s research interests include synthesis and characterization of materials for energy conversion and storage , catalysis and electrocatalysis , composition , structure property relationship , ionic and electronic conducting ceramics , solid oxide fuel cells , solid oxide electrolysis cells , and gas separation membranes .']","['https://www.nsf.gov/pubs/2017/nsf17580/nsf17580.htm', 'https://www.nsf.gov/pubs/2012/nsf12593/nsf12593.htm', 'https://www.nsf.gov/pubs/2020/nsf20588/nsf20588.htm', 'https://www.nsf.gov/pubs/2020/nsf20589/nsf20589.htm', 'https://www.nsf.gov/pubs/2008/nsf08598/nsf08598.htm', 'https://www.nsf.gov/pubs/2019/nsf19516/nsf19516.htm', 'https://www.nsf.gov/pubs/2018/nsf18500/nsf18500.htm', 'https://www.nsf.gov/pubs/2020/nsf20582/nsf20582.htm', 'https://www.nsf.gov/pubs/2016/nsf16596/nsf16596.htm', 'https://www.nsf.gov/pubs/2008/nsf08599/nsf08599.htm']",,,,,,,"['nsf17580', 'nsf12593', 'nsf20588', 'nsf20589', 'nsf08598', 'nsf19516', 'nsf18500', 'nsf20582', 'nsf16596', 'nsf08599']","[0.8290563821792603, 0.8223531246185303, 0.8133022785186768, 0.810481071472168, 0.8060785531997681, 0.8038678169250488, 0.8031972050666809, 0.8031972050666809, 0.8026461005210876, 0.8024683594703674]"
26,"Chen, Yinchao","Associate Professor, Electrical Engineering",Faculty,"['SwearingenRoom 3A34301 Main StreetColumbia , SC 29208']","['https://www.nsf.gov/pubs/2002/nsf02189/nsf02189.htm', 'https://www.nsf.gov/pubs/2014/nsf14514/nsf14514.htm', 'https://www.nsf.gov/pubs/2009/nsf09563/nsf09563.htm', 'https://www.nsf.gov/pubs/2006/nsf06557/nsf06557.htm', 'https://www.nsf.gov/pubs/2009/nsf09549/nsf09549.htm', 'https://www.nsf.gov/pubs/2006/nsf06587/nsf06587.htm', 'https://www.nsf.gov/pubs/2007/nsf07598/nsf07598.htm', 'https://www.nsf.gov/pubs/2012/nsf12614/nsf12614.htm', 'https://www.nsf.gov/pubs/2012/nsf12510/nsf12510.htm']",,,,,,,"['nsf02189', 'nsf14514', 'nsf09563', 'nsf06557', 'nsf09549', 'nsf06587', 'nsf07598', 'nsf12614', 'nsf12510']","[0.8122888207435608, 0.7545455098152161, 0.7355360984802246, 0.7355360984802246, 0.7355360984802246, 0.7334607839584351, 0.7302359342575073, 0.7302359342575073, 0.7209033370018005]"
