id,names,descriptions,titles,research,background,keywords,links,gs_names,affiliation,scholar_id,cited_by,url_pic,email_domain
241,"Santi, Enrico","Associate Professor, Electrical Engineering",Faculty,"['SwearingenRoom 3A36301 Main StreetColumbia , SC 29208Dr . Santi s long term research interests are in the area of power electronics . You may have more interaction with power electronics than you think . If you drive a car , use a computer , cook with a microwave , talk on any type of telephone , listen to a stereo , or make holes with a cordless drill , then you come in contact with power electronics . Thanks to power electronics , the electricity needed to run the things you use everyday is processed , filtered , and delivered with maximum efficiency , smallest size and minimal weight . Current research interests are in modeling , control and simulation of advanced electrical power distribution systems , and physics based modeling of power semiconductor devices . In particular he is involved in the development of the Virtual Test Bed , a simulation based tool for rapid prototyping of power systems and power electronic devices . The test bed supports input from multiple simulation languages such as SPICE , ACSL , SABER , etc . Other research interests are in hardware in the loop simulation of electrical systems .']","Dr. Santi's long-term research interests are in the area of power electronics. You
                                 may have more interaction with power electronics than you think. If you drive a car,
                                 use a computer, cook with a microwave, talk on any type of telephone, listen to a
                                 stereo, or make holes with a cordless drill, then you come in contact with power electronics.
                                 Thanks to power electronics, the electricity needed to run the things you use everyday
                                 is processed, filtered, and delivered with maximum efficiency, smallest size and minimal
                                 weight.
                              ","[""power"",""electronics"",""interests"",""use"",""simulation""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/santienrico.php,,,,,,
242,"Sasanakul, Inthuorn",Associate Professor,Faculty,"['Geotechnical Engineering'],['Dr . Sasanakul has expertise in geotechnical centrifuge modeling , specializing in soil dynamics , soil characterization , instrumentations , and behavior of soils , and soil structure systems that are subjected to earthquakes and other natural hazards . Her research includes work on advance soil testing using resonant column and torsional shear devices , centrifuge modeling of mine tailings , New Orleans levees and T walls system , underground tunnel , soil model characterization using bender element , CPT , and T bar , and contaminant migration through soil cement barriers . Dr . Sasanakul was a recipient of ASTM Hogentogler Award of 2012 . She also received prestigious awards from the U . S . Army Corp . of Engineer including the Commander s Award of Public Service with accompanying medal from the Chief U . S . Army Corps of Engineers . This award is in appreciation for the support of New Orleans Recovery through efforts of the Evaluation Task Force of the Hurricane Katrina Interagency .']","Dr. Sasanakul has expertise in geotechnical centrifuge modeling, specializing in soil
                                 dynamics, soil characterization, instrumentations, and behavior of soils, and soil-structure
                                 systems that are subjected to earthquakes and other natural hazards. Her research
                                 includes work on advance soil testing using resonant column and torsional shear devices,
                                 centrifuge modeling of mine tailings, New Orleans levees and T-walls system, underground
                                 tunnel, soil model characterization using bender element, CPT, and T bar, and contaminant
                                 migration through soil cement barriers.   Dr. Sasanakul was a recipient of “ASTM Hogentogler
                                 Award of 2012”. She also received prestigious awards from the U.S. Army Corp. of Engineer
                                 including the “Commander’s Award of Public Service” with accompanying medal from the
                                 Chief U.S. Army Corps of Engineers. This award is in appreciation for the support
                                 of New Orleans Recovery through efforts of the Evaluation Task Force of the Hurricane
                                 Katrina Interagency.
                              ","[""soil"",""award"",""sasanakul"",""centrifuge"",""orleans""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/sasanakul_inthuorn.php,Inthuorn Sasanakul,University of South Carolina,pkxO62AAAAAJ,347.0,https://scholar.google.com/citations?view_op=medium_photo&user=pkxO62AAAAAJ,@cec.sc.edu
244,"Schooley, Benjamin",Associate Professor / Integrated Information Technology,Faculty,"['Health IT, health informatics, design science'],['Innovation Center550 Assembly Street , Suite 1300Office 1305Columbia , SC 29208Ph . D . , Management of Information Systems and Technology , Claremont Graduate UniversityM . B . A . , Peter F . Drucker Graduate School of Management , Claremont Graduate UniversityB . A . , Brigham Young UniversityDr . Schooley s research is focused on discovering how software systems can be conceptualized , designed , developed and applied to accomplish improvements in how people work , make decisions and interact with each other . This includes work in human computer interaction , user experience design , mobile computing , decision support , and a large scale systems thinking approach to designing technology enabled improvements in healthcare . His work on mobile and web based technologies for inter organizational emergency medical services EMS has gained National attention and has been funded by the National Science Foundation and Federal Highway Administration . His work on designing and using IT to improve work and health outcomes for vulnerable populations has been funded by the Centers for Medicare and Medicaid Services , U . S . Department of Labor , The Duke Endowment , and the California Wellness Foundation . His work in user experience design and field testing extends across several domains and user populations including emergency response , inpatient and ambulatory healthcare settings , people with disabilities , aging individuals with musculosketal conditions , and others . He has published and presented his work in more than 75 scientific journals , National and International conference proceedings , and technical reports on these topics .']","Ph.D., Management of Information Systems and Technology, Claremont Graduate UniversityM.B.A., Peter F. Drucker Graduate School of Management, Claremont Graduate UniversityB.A., Brigham Young University
                              ","[""graduate"",""work"",""management"",""systems""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/schooley_benjamin.php,Benjamin Schooley,"Associate Professor of integrated Information Technology, University of South Carolina",IIiNJO0AAAAJ,1043.0,https://scholar.google.com/citations?view_op=medium_photo&user=IIiNJO0AAAAJ,@cec.sc.edu
245,"Shazly, Tarek ","Graduate Director, Biomedical Engineering",Faculty,"['Research Area 1 Interactions between implanted polymeric materials and soft tissuesMy early work was focused on understanding soft tissue material interactions for the purpose of optimizing surgical sealant performance . The publications that emerged from this line of inquiry impacted the field in two distinct ways . First , we provided the initial demonstration that adhesion is a tissue specific phenomenon that can be exploited in advanced material design . Second , these and related publications established novel design strategies to enhance adhesion strength without compromising material biocompatibility the power in these strategies is that they can be generalized across material systems and surgical sealant applications . Research Area 2 Characterization , assessment , and modeling of endovascular technologiesEndovascular technologies such as drug eluting stents , erodible scaffolds , and drug coated balloons have steadily evolved over the past 40 years . Multidisciplinary research approaches are needed to design , optimize , and evaluate emergent devices , typically requiring consideration of hemodynamics , drug pharmacokinetics , material mechanics , and device degradation erosion kinetics . To accommodate this inherent complexity in the face of rapid device development , regulatory agencies have begun to expect and nearly require predictive computational models which clearly explain the mechanism of action and potential risk of new technologies . To meet this field demand , our work has been focused on the development of finite element based computational models and design deployment strategies to facilitate the continued advancement of endovascular technologies and their safe introduction into clinical practice . Research Area 3 Experimental and theoretical biomechanical studies on native and engineered blood vesselsThe identification of constitutive mechanical models of vascular tissue is essential for quantifying the local environment of mechanosensitive vascular cells in normal and disease states , understanding mechanically mediated vascular tissue remodeling , and providing a basis for the engineering of vascular tissue substitutes . Publications in these areas have been impactful in terms of providing data and models for previously understudied yet critical regions of the circulatory system , applying continuum mechanical principles to explain intra vessel variations in geometry , properties , and composition , and introducing tissue engineered constructs which exhibit enhanced matrix elaboration and thus potential as vascular substitutes .']","Research Area 1: Interactions between implanted polymeric materials and soft tissuesMy early work was focused on understanding soft tissue-material interactions for the
                                 purpose of optimizing surgical sealant performance. The publications that emerged
                                 from this line of inquiry impacted the field in two distinct ways. First, we provided
                                 the initial demonstration that adhesion is a tissue-specific phenomenon that can be
                                 exploited in advanced material design. Second, these and related publications established
                                 novel design strategies to enhance adhesion strength without compromising material
                                 biocompatibility – the power in these strategies is that they can be generalized across
                                 material systems and surgical sealant applications.Research Area 2: Characterization, assessment, and modeling of endovascular technologiesEndovascular technologies such as drug-eluting stents, erodible scaffolds, and drug-coated
                                 balloons have steadily evolved over the past 40 years. Multidisciplinary research
                                 approaches are needed to design, optimize, and evaluate emergent devices, typically
                                 requiring consideration of hemodynamics, drug pharmacokinetics, material mechanics,
                                 and device degradation/erosion kinetics. To accommodate this inherent complexity in
                                 the face of rapid device development, regulatory agencies have begun to expect and
                                 nearly require predictive computational models which clearly explain the mechanism-of-action
                                 and potential risk of new technologies. To meet this field demand, our work has been
                                 focused on the development of finite element-based computational models and design/deployment
                                 strategies to facilitate the continued advancement of endovascular technologies and
                                 their safe introduction into clinical practice.  ","[""material"",""tissue"",""technologies"",""design"",""strategies"",""models""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/shazly_tarek.php,,,,,,
247,"Shepherd, Jeremiah","Instructor, Computer Science & Engineering",Faculty,['JJ Shepherd teaches CSCE 145 and 146 courses .'],,"[""courses"",""csce"",""shepherd"",""teaches""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/jeremiahshepherd.php,,,,,,
248,"Sheth, Amit","Founding Director, Artificial Intelligence Institute and Professor, Computer Science & Engineering",Faculty,"['Artificial Intelligence, Big and Smart Data, Knowledge Graphs, Knowledge-infused Learning, Semantic Cognitive Perceptual Comput'],['Professor Sheth is an educator , researcher , and entrepreneur . He is the founding director university wide AI Institute at the University of South Carolina . He is a Fellow of the IEEE , AAAI , AAAS and ACM , elected for his pioneering and enduring contributions to information integration , distributed workflow processes , semantics , knowledge enhanced computing , etc . He has co founded four companies , three of them by licensing his university research outcomes , including the first Semantic Search company in 1999 that pioneered technology similar to what is found today in Google Semantic Search and Knowledge Graph . He is particularly proud of the success of his 45 Ph . D . advisees and postdocs in academia , industry research , and entrepreneurs . He received his B . E . Hons from BITS Pilani , India , and MS and PhD from the Ohio State University , USA . Professor Sheth s current interests include Artificial Intelligence esp . knowledge graphs , NLP , deep learning , knowledge enhanced learning , conversational AI esp chatbots for health and education , Semantic Web , Physical IoT Cyber Social Clinical Big Data , Augmented Personalized Health , AI and Big Data applications in health and life sciences , social good , disaster management , etc . .']","Professor Sheth is an educator, researcher, and entrepreneur. He is the founding director
                                 university-wide AI Institute at the University of South Carolina. He is a Fellow of
                                 the IEEE, AAAI, AAAS and ACM, elected for his pioneering and enduring contributions
                                 to information integration,  distributed workflow processes, semantics, knowledge-enhanced
                                 computing, etc. He has (co-)founded four companies, three of them by licensing his
                                 university research outcomes, including the first Semantic Search company in 1999
                                 that pioneered technology similar to what is found today in Google Semantic Search
                                 and Knowledge Graph. He is particularly proud of the success of his 45 Ph.D. advisees
                                 and postdocs in academia, industry research, and entrepreneurs.  He received his B.E.
                                 (Hons) from BITS-Pilani, India, and MS and PhD from the Ohio State University, USA.
                                  
                              ","[""knowledge"",""university"",""semantic"",""search""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/amitsheth.php,Amit Sheth,"Director, AI Institute, University of South Carolina",2T3H4ekAAAAJ,50461.0,https://scholar.google.com/citations?view_op=medium_photo&user=2T3H4ekAAAAJ,@sc.edu
249,"Shimpalee, Sirivatch","Research Professor, Chemical Engineering",Faculty,"['Horizon 1Room 439541 Main StreetColumbia , SC 29208Ph . D . , University of South Carolina , Columbia , 2001M . S . , Bradley University , 1998B . S . , Chiang Mai University , Thailand , 1992Dr . Shimpalee s current research is in the area of renewable energy including fuel cells , energy storage , high temperature thermal system , and bioenergy . His expertise is to use multi scale and multi dimensional modeling combine with electrochemistry to understand the physics inside their complex systems particularly in the transport phenomena .']",,"[""university"",""multi"",""energy"",""bioenergy""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/shimpalee_sirivatch.php,,,,,,
250,"Simin, Grigory","Undergraduate Director, Electrical Engineering",Faculty,"['SwearingenRoom 3A16301 Main StreetColumbia , SC 29208']",,"[""main"",""swearingenroom"",""streetcolumbia""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/simingrigory.php,,,,,,
252,"Smoak, Wilson","Capstone Instructor, Electrical Engineering",Faculty,"['Wilson Smoak is the instructor and coordinator for our Capstone Design Courses , ELCT 403 404 in Electrical Engineering Department , following a successful career in design of digital electronics , most recently for Intel .']",,"[""design"",""smoak"",""elct"",""instructor"",""electronics"",""successful"",""digital""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/smoakwilson.php,,,,,,
253,"Sockalingam, Subramani ","Assistant Professor, Mechanical Engineering",Faculty,"['Finite element analysis, composites, computational mechanics, experimental mechanics'],['Dr . Sockalingam s research interests include development of advanced composite materials that are light weight and stronger through a multiscale experimental and computational approach for aerospace , automotive and defense applications . His expertise are in multiscale finite element modeling and analysis , material characterization , constitutive model development , ballistic impact , design and development of body and vehicle armor , automotive crashworthiness and engineering consulting .']","Dr. Sockalingam’s research interests include development of advanced composite materials
                                 that are light weight and stronger through a multiscale experimental and computational
                                 approach for aerospace, automotive and defense applications. His expertise are in
                                 multiscale finite element modeling and analysis, material characterization, constitutive
                                 model development, ballistic impact, design and development of body and vehicle armor,
                                 automotive crashworthiness and engineering consulting.
                              ","[""development"",""automotive"",""multiscale""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/subramani_sockalingam.php,Subramani Sockalingam,University of South Carolina,Q1Q29eIAAAAJ,802.0,https://scholar.google.com/citations?view_op=medium_photo&user=Q1Q29eIAAAAJ,@cec.sc.edu
254,"Spinale, Frank G.","Professor, Cell Biology & Anatomy",Faculty,"['Francis G . Spinale , MD , PhD , an internationally renowned cardiovascular scientist , has directed a translational research effort in the thematic area of cardiovascular remodeling with a particular focus upon heart failure , the main cause of death and disability in South Carolina , for over the past two decades . The mechanistic , translational , and clinical studies he has been working on will advance our understanding and potential treatment for major causes of heart failure in patients . He is also an entrepreneur with patents and a NIH Small Business Technology Transfer grant to develop a microdialysis microfluidics delivery system for cardiac surgery . Additionally , Dr . Spinale serves on the ditorial board of seven prestigious scientific journals and is a consultant to various pharmaceutical companies and biotechnology companies . To his credit , he also has over 400 peer reviewed publications in leading cardiovascular journals and is a fellow of several professional societies , including the American Heart Association and the American College of Cardiology . He has been invited to present his research both nationally and internationally at major scientific meetings , universities , and congresses conferences . Dr . Spinale is the director of the Cardiovascular Translational Research Center , and he has pioneered various projects for cardiac research while working to collaborate with other departments and faculty between the SOM and VA .']",,"[""cardiovascular"",""spinale"",""translational"",""research"",""heart""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/spinalefrank.php,,,,,,
255,"Srivastava, Biplav",Professor,Faculty,"['Artificial Intelligence, Services, Smarter Cities (Water, Health, Traffic)'],['Biplav Srivastava is a professor of computer science at the AI Institute at the University of South Carolina . Previously , he was at IBM for nearly two decades in the roles of a Research Scientist , Distinguished Data Scientist and Master Inventor . Biplav is an ACM Distinguished Scientist , AAAI Senior Member , IEEE Senior Member and AAAS Leshner Fellow for Public Engagement on AI 2020 2021 . Dr . Srivastava is interested in enabling people to make rational decisions despite real world complexities of poor data , changing goals and limited resources by augmenting their cognitive limitations with technology . He is exploring new approaches for goal oriented , ethical , human machine collaboration via natural interfaces using domain and user models , learning , and planning . He is a co inventor of over 50 patents and co author of over 150 peer reviewed papers .']","Biplav Srivastava is a professor of computer science at the AI Institute at the University
                                 of South Carolina. Previously, he was at IBM for nearly two decades in the roles of
                                 a Research Scientist, Distinguished Data Scientist and Master Inventor. Biplav is
                                 an ACM Distinguished Scientist, AAAI Senior Member,  IEEE Senior Member and AAAS Leshner
                                 Fellow for Public Engagement on AI (2020-2021). Dr. Srivastava is interested in enabling people to make rational decisions despite real world complexities
                                 of poor data, changing goals and limited resources by augmenting their cognitive limitations
                                 with technology. He is exploring new approaches for goal-oriented, ethical, human-machine
                                 collaboration via natural interfaces using domain and user models, learning, and planning.
                                 He is a co-inventor of over 50 patents and co-author of over 150 peer-reviewed papers.
                              ","[""scientist"",""senior"",""data"",""member"",""distinguished""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/srivastava.php,Biplav Srivastava,University of South Carolina,mPC6wp4AAAAJ,4510.0,https://scholar.google.com/citations?view_op=medium_photo&user=mPC6wp4AAAAJ,@sc.edu
256,"Stanford, Thomas G.","Professor Emeritus, Chemical Engineering",Faculty,"['Swearingen Engineering CenterRoom 2C05301 Main StreetColumbia , SC 29208Ph . D . , University Of Michigan , 1977 . M . S . Math , University of Michigan , 1969']",,"[""michigan"",""university"",""swearingen"",""engineering"",""streetcolumbia""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/stanfordtom.php,,,,,,
257,"Stiffler, Nick",Postdoctoral Associate,Staff,['Robotics'],,,https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/stifflernick.php,Nicholas M Stiffler,University of South Carolina,dNiDfoYAAAAJ,155.0,https://scholar.google.com/citations?view_op=medium_photo&user=dNiDfoYAAAAJ,@cse.sc.edu
260,"Sudarshan, Tangali S.","Carolina Distinguished Professor Emeritus, Electrical Engineering",Staff,"['SwearingenRoom 3A17301 Main StreetColumbia , SC 29208Dr . Sudarshan s specializations and research interests include']",Dr. Sudarshan's specializations and research interests include: ,"[""research"",""sudarshan"",""interests"",""specializations"",""include""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/sudarshantangali.php,,,,,,
261,"Summers, Bill ","Adjunct Professor, Mechanical Engineering",Faculty,"['Dr . Summers is the Manager of Hydrogen Programs within the Hydrogen Technology Laboratory , Savannah River Technology Center SRTC . He has extensive experience in new product development and project management , including over 30 years of experience in the field of advanced energy systems . He has been with Westinghouse Savannah River Company WSRC since 1992 . Dr . Summers has led numerous programs to analyze and develop emerging technologies . He was the program manager for the development of the world s first hybrid hydrogen electric transit bus . The bus was the first hydrogen vehicle in commercial service in the U . S . , and it utilized the world s largest onboard metal hydride storage system . Dr . Summers also organized and managed a project to develop an Industrial Fuel Cell Vehicle using solid state hydrogen storage . He also managed a fuel cell mining vehicle project funded by the DOE OIT Industries of the Future Program . Currently , Dr . Summers is the Principal Investigator for a three year study to assess the feasibility of nuclear hydrogen production for the DOE Office of Nuclear Energy , Science and Technology DOE NE . In addition to program management , Dr . Summers is involved with the research and development of hydrogen storage materials and associated technologies . His research involves the engineering of hydrogen storage beds and the development of mathematical models to analyze bed performance , including heat transfer enhancement . He is currently the chairman of a national working group that is developing the first commercial codes and standards for metal hydride containers for hydrogen storage . Dr . Summers is also a member and site representative in the National Hydrogen Association , and represents SRTC on the Fuel cell Propulsion Institute Board of Directors , where he is a charter member . He recently served as Chairman for the First Annual Hydrogen Storage Workshop , a major national meeting focused on R D for hydrogen storage . Dr . Summers also co chaired a national workshop to help establish an R D plan for nuclear hydrogen production for DOE NE .']","Dr. Summers is the Manager of Hydrogen Programs within the Hydrogen Technology Laboratory,
                                 Savannah River Technology Center (SRTC). He has extensive experience in new product
                                 development and project management, including over 30 years of experience in the field
                                 of advanced energy systems. He has been with Westinghouse Savannah River Company (WSRC)
                                 since 1992.
                              ","[""hydrogen"",""summers"",""storage""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/summers_bill.php,,,,,,
262,"Sur, Sanjib ","Assistant Professor, Computer Science and Engineering",Faculty,"['Wireless networking, Mobile computing, Millimeter-wave, Terahertz'],['Professor Sur s research interests are in the areas of Wireless Systems and Architectures , Millimeter Wave Communications and Networks , Internet of Things Connectivity and Sensing Systems .']","
Ph.D., University of Wisconsin-Madison (2018)
B.E., Indian Institute of Engineering Science and Technology (2011)
","[""systems"",""science"",""professor"",""sur"",""wisconsin"",""madison"",""architectures"",""connectivity""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/sur.php,Sanjib Sur,University of South Carolina,sgShf0sAAAAJ,697.0,https://scholar.google.com/citations?view_op=medium_photo&user=sgShf0sAAAAJ,@cse.sc.edu
263,"Sutton, Michael",Distinguished Professor,Faculty,"['Dr . Sutton s research and interests include coherent and incoherent optics applications , experimental mechanics , digital image processing , Computer Vision , applications of integral methods and experimental mechanics , boundary valve problems , plastic fracture mechanics , finite elements modeling of cracked bodies .']","Dr. Sutton's research and interests include coherent and incoherent optics applications,
                                    experimental mechanics, digital image processing, Computer Vision, applications of
                                    integral methods and experimental mechanics, boundary valve problems, plastic fracture
                                    mechanics, finite elements modeling of cracked bodies.","[""mechanics"",""experimental"",""applications""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/sutton_michael.php,,,,,,
265,"Taheri-Qazvini, Nader ",Assistant Professor,Faculty,"['Soft Matter, Polymer Science, Hybrid Materials, Glassy Dynamics, 2D Materials']",,,https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/nader_taheri-qazvini.php,Nader Taheri Qazvini,University of South Carolina; The University of Chicago; Harvard; University of Tehran,adLf51gAAAAJ,1671.0,https://scholar.google.com/citations?view_op=medium_photo&user=adLf51gAAAAJ,@cec.sc.edu
266,"Tan, Wenbin",Associate Professor,Faculty,['vascular biology'],,,https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/tan_wenbin.php,wenbin tan,University of South Carolina School of Medicine,_-Q20e4AAAAJ,1343.0,https://scholar.google.com/citations?view_op=medium_photo&user=_-Q20e4AAAAJ,@uscmed.sc.edu
267,"Tang, Chuanbing",Professor,Faculty,"['Polymer, Biomaterials']",,,https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/tang_chuaunbing.php,Chuanbing Tang,University of South Carolina,j8-BWpUAAAAJ,9843.0,https://scholar.google.com/citations?view_op=medium_photo&user=j8-BWpUAAAAJ,@mailbox.sc.edu
268,"Tang, Jijun","Professor, Graduate Director, Associate Infrastructure Director (HPC), Computer Science & Engineering",Faculty,"['algorithm, computational biology, game'],['Professor Tang s research interests include computational biology and bioinformatics , machine learning and big data analysis , algorithm development and high performance computing , as well as computer gaming and scientific simulation . Dr . Tang has published more than 120 papers in peer reviewed conferences and journals and has been supported by grant from NSF , NIH , NEH and Naval Office of Research . In the past years , he has graduated 14 Ph . D . students , most are now in world class companies and four are in tenured or tenure track position in research universities .']","
Ph. D., University of New Mexico (2004)
M. S., University of New Mexico (2002)
M. S., Tianjin University, China (1996)
B. S., Tianjin University, China (1993)
","[""research"",""mexico"",""china"",""university"",""new""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/jtang.php,Jijun Tang,University of South Carolina,tpkq0ScAAAAJ,3588.0,https://scholar.google.com/citations?view_op=medium_photo&user=tpkq0ScAAAAJ,@cse.sc.edu
269,"Thatcher, Matt E. ","Professor, Chair, Computer Science & Engineering",Faculty,"['My research examines the strategic and economic impacts of information technology IT with a focus on four themes IT value , software patent policy design , IT offshoring , and the social costs of information privacy .']","
Ph.D., Information Systems, The Wharton School, University of Pennsylvania (1998)
M.A., Information Systems, The Wharton School, University of Pennsylvania (1996)
B.S., Decision Sciences/Finance, The Wharton School, University of Pennsylvania (1992)
","[""information"",""school"",""university"",""wharton"",""pennsylvania""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/mattthatcher.php,,,,,,
271,"Tong, Yan","Associate Professor, Acting Director of Graduate Studies, Computer Science & Engineering",Faculty,['Professor Tong s research interests focus on computer vision and pattern recognition especially on human computer interaction including but not limited to'],"
Ph. D., Rensselaer Polytechnic Institute (2007)
M. S., University of Nevada, Reno (2004)
B. S., Zhejiang University (1997)
","[""university"",""computer"",""professor"",""focus"",""zhejiang""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/yantong.php,,,,,,
272,"Tooren, Michel  van","Professor, Mechanical Engineering",Faculty,"['Dr . van Tooren s research interest include Design Automation , Knowledge Based Engineering , Alternative aircraft concepts , Composite aircraft fuselages , Aircraft Certification , Systems Engineering and Road vehicle aerodynamics .']","Dr. van Tooren's research interest include Design Automation, Knowledge Based Engineering,
                                    Alternative aircraft concepts, Composite aircraft fuselages, Aircraft Certification,
                                    Systems Engineering and Road vehicle aerodynamics.","[""aircraft"",""engineering"",""certification"",""research"",""fuselages""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/tooren_van.php,,,,,,
278,"Uline, Mark J.","Program Director, Biomedical Engineering",Faculty,"['Statistical Mechanics, Thermodynamics, Biophysics, Soft Matter, Nucleation'],['Swearingen Room 3C17 301 Main Street Columbia , SC 29208The Uline research group is working toward the fundamental understanding of how the complex interactions at interfaces couple together to give the rich phenomena observed in various chemical and biological systems . Currently , we are focused on molecular modeling of biological interfaces , in particular , phase transitions and binding in lipid bilayers and surfactant driven nematic ordering transitions in liquid crystal thin films . Other ongoing research interests include bubble and droplet nucleation theory , molecular dynamics simulations in the isothermal isobaric ensemble , and the effects of multivalent ions on the charge regulation in tethered polyelectrolytes . For Dr . Uline s publications please see Google Scholar Webpage']",,"[""biological"",""molecular"",""research"",""interfaces"",""uline"",""transitions""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/uline.php,Mark J. Uline,"Associate Professor of Chemical Engineering, University of South Carolina",smmOHXQAAAAJ,654.0,https://scholar.google.com/citations?view_op=medium_photo&user=smmOHXQAAAAJ,@cec.sc.edu
280,"Valafar, Homayoun",Professor; Associate Chair of Research,Faculty,"['Computational Biology, Bioinformatics, Artificial Intelligence, Machine Learning, Neural Information Processing'],['Dr . Valafar s research activities fall into two broad categories of research Computational Medicine and Computational Biology . The computational medicine tier of his research is focused on development of computational modeling of human response to different medical treatments or methods of rehabilitation . Dr . Valafar s group has demonstrated a success in relation to administration of Hydroxyurea for alleviation of symptoms associated with Sickle Cell Anemia . The second tier of his research focuses on the problem of protein folding . The general community of researchers focus on two disjoint and orthogonal approaches to protein structure determination purely experimental and purely computational approaches . Each of these two approaches possess advantages and disadvantages that results in their continued research and developments and hinders their practical utility . Dr . Valafar s current research funded by NIH and NSF is focused on exploration of hybrid approaches that combines minimum experimental data with novel computational approaches . This hybrid approach has been shown to combine the advantages of each contributing components while mitigating their detriments .']",,"[""research"",""computational"",""approaches""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/homayounvalafar.php,Homayoun Valafar,University of South Carolina,RR6LGC8AAAAJ,1718.0,https://scholar.google.com/citations?view_op=medium_photo&user=RR6LGC8AAAAJ,@cec.sc.edu
281,"Valtorta, Marco","Professor, Computer Science and Engineering",Faculty,"['Artificial Intelligence'],['Dr . Valtorta s research interests are in the areas of normative reasoning under uncertainty especially Bayesian networks , chain graphs , influence diagrams , causal models , identifiability issues , and applications in multiagent systems , heuristics for problem solving , and computational complexity in artificial intelligence . As a faculty member , he conducted research funded by ARDA , SPAWAR , DARPA , IARPA , the Office of Naval Research ONR , the U . S . Department of Agriculture DOA , CISE an Italian laboratory controlled by ENEL , the state electricity company , and the South Carolina Law Enforcement Division . He recently led the UofSC part of a multi institution IARPA funded project on the synergistic use of Wigmorean inference networks and Bayesian networks to support argumentation and collaborated with Dr . Linyuan Lu of the UofSC mathematics department in an ONR funded project on the Markov properties of directed hypergraphs . His current research includes inventing new algorithms for learning chain graphs from data and domain knowledge and the application of counterfactual reasoning to personalized health care .']","
Ph.D., Computer Science, Duke University, (1987)
M.A., Computer Science, Duke University, (1984)
Laurea, Electrical Engineering, Politecnico di Milano, (1980) 
","[""research"",""networks"",""funded"",""reasoning"",""university""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/marcovaltorta.php,Marco Valtorta,"Professor of Computer Science, University of South Carolina",l53UPjoAAAAJ,1629.0,https://scholar.google.com/citations?view_op=medium_photo&user=l53UPjoAAAAJ,@cse.sc.edu
282,"Van Brunt, Vincent","Distinguished Professor Emeritus, Chemical Engineering",Staff,"['Ph . D . , University of Tennessee , 1974M . S . , Polytechnic University , 1971B . S . , Carnegie Mellon University , 1967']",,"[""university"",""polytechnic"",""carnegie"",""tennessee"",""mellon""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/vanbruntvince.php,,,,,,
283,"Vargas, Juan","Adjunct Professor, Computer Science & Engineering",Faculty,['Dr . Vargas is a adjunct professor for the Computer Science and Engineering Department .'],,"[""computer"",""adjunct"",""science"",""engineering"",""department"",""vargas""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/juanvargas.php,,,,,,
